City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,sanctuary point,-35.1114,150.629,22.4,83,100,2.7,AU,1710270503
288,conduaga,8.862,117.4893,24.74,88,99,3.95,PH,1710270357
289,colby,39.3958,-101.0524,19.03,25,0,7.72,US,1710270293
290,tierra nueva,21.6833,-100.5667,27.64,15,14,3.36,MX,1710270504
291,santa rosa de cabal,4.8681,-75.6214,28.58,55,40,2.57,CO,1710270504
292,carutapera,-1.195,-46.02,28.92,74,100,3.48,BR,1710270504
293,akureyri,65.6835,-18.0878,1.96,87,75,1.54,IS,1710270262
294,kyshtovka,56.555,76.6271,-16.48,99,70,2.24,RU,1710270504
295,tamanrasset,22.785,5.5228,24.95,13,0,2.57,DZ,1710270160
296,ilhabela,-23.7781,-45.3581,25.5,74,60,2.42,BR,1710270477
297,altamira,-3.2033,-52.2064,28.05,89,75,3.09,BR,1710270358
298,ambon,-3.6954,128.1814,30.49,95,40,3.09,ID,1710270505
299,longyearbyen,78.2186,15.6401,-11.09,73,75,7.72,SJ,1710270211
300,quellon,-43.1167,-73.6167,15.3,63,86,4.1,CL,1710270296
301,carnarvon,-24.8667,113.6333,25.69,78,54,7.16,AU,1710270277
302,grand falls-windsor,48.9332,-55.6649,1.95,93,100,2.24,CA,1710270330
303,fort bragg,35.139,-79.006,23.03,20,0,2.68,US,1710270143
304,pariaman,-0.619,100.12,23.03,85,81,1.44,ID,1710270505
305,kenitra,34.261,-6.5802,16.42,80,100,2.56,MA,1710270483
306,manicore,-5.8092,-61.3003,33.37,54,87,1.68,BR,1710270506
307,lanzhou,36.0564,103.7922,5.99,33,47,1.43,CN,1710270506
308,saipan,15.1355,145.701,26.39,83,40,3.6,MP,1710270264
309,betio village,1.358,172.9211,26.02,84,100,7.26,KI,1710270359
310,aleg,17.0481,-13.9209,31.9,9,99,4.91,MR,1710270506
311,peterhead,57.5058,-1.7981,6.22,95,100,10.35,GB,1710270506
312,krasnobrodskiy,54.1581,86.4486,-2.25,97,100,2.69,RU,1710270506
313,humaita,-7.5061,-63.0208,31.24,68,100,0.77,BR,1710270506
314,uturoa,-16.7333,-151.4333,28.78,76,51,4.25,PF,1710270266
315,nuuk,64.1835,-51.7216,-4.66,100,100,3.6,GL,1710270296
316,kingston,17.997,-76.7936,32.53,58,20,8.23,JM,1710270270
317,la rioja,42.25,-2.5,6.88,75,100,0.79,ES,1710270507
318,nova sintra,14.8667,-24.7167,19.85,76,51,6.04,CV,1710270350
319,hobyo,5.3505,48.5268,28.27,78,29,6.91,SO,1710270507
320,hadibu,12.65,54.0333,26.36,78,0,3.35,YE,1710270339
321,inhambane,-23.865,35.3833,25.24,93,100,14.58,MZ,1710270507
322,trevelin,-43.0858,-71.4639,15.12,48,20,5.21,AR,1710270508
323,bandarbeyla,9.4942,50.8122,26.87,76,15,4.92,SO,1710270508
324,porto novo,6.4965,2.6036,29.9,81,91,4.13,BJ,1710270362
325,nova vicosa,-17.8919,-39.3719,27.91,77,54,4.87,BR,1710270360
326,ulladulla,-35.35,150.4667,20.78,85,100,2.57,AU,1710270508
327,bandundu,-3.3167,17.3667,27.46,59,70,1.25,CD,1710270508
328,selfoss,63.9331,-20.9971,3.36,81,100,4.41,IS,1710270327
329,korhogo,9.45,-5.6333,33.81,33,100,1.85,CI,1710270509
330,taoudenni,22.6783,-3.9836,29.53,12,100,2.77,ML,1710270348
331,kralendijk,12.15,-68.2667,26.67,86,5,8.36,BQ,1710270417
332,illizi,26.4833,8.4667,23.89,20,74,3.82,DZ,1710270160
333,eureka,40.8021,-124.1637,13.29,85,98,6.71,US,1710270055
334,simpang,-1.2667,104.0833,24.97,93,100,0.82,ID,1710270509
335,san luis,-33.295,-66.3356,29.29,62,81,6.26,AR,1710270509
336,taulaga,-11.0553,-171.0883,29.09,77,25,3.91,AS,1710270509
337,tazacorte,28.629,-17.9293,20.54,75,20,2.06,ES,1710270509
338,sinop,41.7711,34.8709,11.27,54,100,2.94,TR,1710270266
339,zabol,32.25,67.25,5.54,82,100,0.48,AF,1710270510
340,taldykorgan,45.0156,78.3739,6.34,73,100,3.88,KZ,1710270510
341,puerto baquerizo moreno,-0.9,-89.6,26.55,94,100,2.06,EC,1710270314
342,pandan,14.0453,124.1694,24.72,84,54,3.59,PH,1710270349
343,juan griego,11.0817,-63.9655,29.18,66,53,8.04,VE,1710270510
344,tyukalinsk,55.8732,72.1967,-13.62,98,89,2.51,RU,1710270510
345,coahuayana de hidalgo,18.7,-103.6583,32.21,33,96,3.55,MX,1710270268
346,greymouth,-42.4667,171.2,14.28,97,100,2.2,NZ,1710270511
347,paragominas,-2.9667,-47.4833,27.01,90,100,2.21,BR,1710270286
348,reggane,26.7158,0.1714,25.94,16,100,3.97,DZ,1710270511
349,castillos,-34.1667,-53.8333,29.44,39,100,5.2,UY,1710270251
350,machico,32.7,-16.7667,18.89,92,75,9.77,PT,1710270511
351,nikolayevsk-on-amure,53.1406,140.73,-20.5,99,94,0.6,RU,1710270265
352,sodankyla,67.4167,26.6,-7.46,97,100,0.98,FI,1710270512
353,xining,36.6167,101.7667,0.83,44,3,0.29,CN,1710270234
354,corner brook,48.9667,-57.9484,1.09,97,100,6.33,CA,1710270270
355,bazarnyye mataki,54.8833,49.9333,-6.1,96,88,3.58,RU,1710270512
356,juneau,58.3019,-134.4197,4.0,89,100,7.72,US,1710270255
357,urangan,-25.3,152.9,25.14,73,57,9.31,AU,1710270512
358,kismayo,-0.3582,42.5454,28.05,75,16,6.87,SO,1710270322
359,hailar,49.2,119.7,-17.91,100,100,1.44,CN,1710270512
360,udachny,66.4167,112.4,-34.21,100,93,1.44,RU,1710270250
361,upper sandusky,40.8273,-83.2813,19.27,41,100,7.28,US,1710270512
362,santa ana,33.7456,-117.8678,18.77,67,75,4.63,US,1710270469
363,vorkuta,67.5,64.0,-12.97,94,100,11.78,RU,1710270269
364,carloforte,39.145,8.3058,13.06,71,5,8.26,IT,1710270513
365,boguchany,58.3814,97.4531,-16.75,100,100,0.89,RU,1710270513
366,kailua-kona,19.6406,-155.9956,25.89,78,40,3.6,US,1710270473
367,belyy yar,53.6039,91.3903,-2.06,86,100,1.0,RU,1710270513
368,ust'-uda,54.1742,103.0304,-13.92,98,100,0.48,RU,1710270513
369,trenton,40.217,-74.7429,19.16,36,22,6.26,US,1710270449
370,dhidhdhoo,6.8833,73.1,27.84,74,12,1.49,MV,1710270514
371,zhicheng,30.2956,111.5047,14.86,51,100,1.15,CN,1710270514
372,barranca,-10.75,-77.7667,25.25,73,100,4.39,PE,1710270514
373,macapa,0.0389,-51.0664,28.99,79,40,4.12,BR,1710270361
374,armacao de buzios,-22.7469,-41.8817,28.03,75,31,5.09,BR,1710270514
375,necochea,-38.5473,-58.7368,23.35,88,90,4.9,AR,1710270410
376,sur,22.5667,59.5289,25.07,68,93,4.37,OM,1710270289
377,corn island,12.1694,-83.0418,27.21,78,89,8.66,NI,1710270515
378,krasnoshchekovo,51.6708,82.7289,0.96,98,100,4.82,RU,1710270515
379,coyhaique,-45.5752,-72.0662,13.34,54,75,3.6,CL,1710270342
380,mungaa,-4.9667,34.8833,18.38,74,98,1.27,TZ,1710270515
381,kindu,-2.95,25.95,23.33,92,84,1.16,CD,1710270355
382,pacific grove,36.6177,-121.9166,16.06,83,75,7.2,US,1710270016
383,kayangel,8.0823,134.7173,27.43,79,100,7.16,PW,1710270281
384,changji,44.0167,87.3167,1.44,69,30,3.0,CN,1710270515
385,happy valley-goose bay,53.3168,-60.3315,1.17,75,75,11.32,CA,1710270024
386,haiku-pauwela,20.9219,-156.3051,24.54,69,20,3.58,US,1710270317
387,najran,17.4924,44.1277,24.36,39,100,5.43,SA,1710270516
388,sao felix do xingu,-6.6447,-51.995,32.33,59,92,0.83,BR,1710270516
389,yarmouth,41.7057,-70.2286,13.41,43,0,8.23,US,1710270333
390,saraktash,51.7866,51.7866,-4.87,96,89,2.68,RU,1710270516
391,mata-utu,-13.2816,-176.1745,29.28,75,92,3.26,WF,1710270516
392,thabazimbi,-24.5917,27.4116,24.36,20,0,2.01,ZA,1710270516
393,katsuura,35.1333,140.3,8.09,73,100,6.6,JP,1710270292
394,ajdabiya,30.7554,20.2263,17.86,49,100,6.14,LY,1710270516
395,yangambi,0.8102,24.4336,27.0,66,80,1.33,CD,1710270517
396,medjez el bab,36.6496,9.6123,12.51,80,0,5.42,TN,1710270517
397,banjarmasin,-3.3244,114.591,26.08,97,100,1.47,ID,1710269959
398,mazagao,-0.115,-51.2894,29.03,75,29,2.91,BR,1710270517
399,sanya,18.2431,109.505,20.32,89,22,3.29,CN,1710270517
400,cloquet,46.7216,-92.4594,17.38,16,0,4.63,US,1710270517
401,port macquarie,-31.4333,152.9167,16.05,84,63,1.76,AU,1710270518
402,padang,-0.9492,100.3543,23.03,83,75,1.72,ID,1710270518
403,caleta de carquin,-11.0925,-77.6267,25.43,75,75,4.42,PE,1710270518
404,zeya,53.75,127.2667,-14.17,96,100,1.37,RU,1710270518
405,wenchang,30.904,118.4887,8.02,76,100,2.93,CN,1710270518
406,mana,5.6592,-53.7767,29.19,70,65,5.21,GF,1710270518
407,ben gardane,33.1378,11.2197,16.2,46,0,3.53,TN,1710270518
408,dalakovo,43.235,44.5917,2.89,93,75,2.0,RU,1710270519
409,nako,31.8814,78.627,-10.68,87,73,1.66,IN,1710270519
410,serov,59.6033,60.5787,-22.58,100,65,1.5,RU,1710270519
411,zvishavane,-20.3267,30.0665,19.19,83,5,0.9,ZW,1710270519
412,kuta,-8.7233,115.1723,28.97,79,20,3.6,ID,1710270359
413,hasaki,35.7333,140.8333,6.22,73,100,6.44,JP,1710270288
414,richards bay,-28.783,32.0377,27.27,73,100,6.32,ZA,1710270278
415,ribeira brava,32.65,-17.0667,18.89,91,100,5.4,PT,1710270520
416,sinabang,2.4803,96.3801,26.77,75,81,0.41,ID,1710270300
417,kembe,4.6228,21.8865,30.18,36,96,0.63,CF,1710270520
418,sergach,55.5308,45.4661,-10.61,98,79,1.93,RU,1710270520
419,chui,-33.6971,-53.4616,30.4,36,100,5.54,UY,1710270313
420,kavaratti,10.5669,72.642,28.05,71,5,3.97,IN,1710270337
421,kapuskasing,49.4169,-82.4331,9.0,34,75,2.57,CA,1710270226
422,iguape,-24.7081,-47.5553,26.61,62,12,4.65,BR,1710270521
423,gandajika,-6.75,23.95,21.58,94,22,1.1,CD,1710270521
424,eyl,7.9803,49.8164,26.86,76,8,5.27,SO,1710270521
425,manokwari,-0.8667,134.0833,25.54,83,100,1.61,ID,1710270521
426,uray,60.1247,64.7758,-21.18,100,67,0.89,RU,1710270521
427,freetown,8.484,-13.2299,29.84,70,75,7.2,SL,1710270344
428,korla,41.7597,86.1469,8.42,39,0,1.3,CN,1710270521
429,yazman,29.1212,71.7446,23.58,22,53,3.12,PK,1710270522
430,bayevo,53.2833,80.7667,-6.02,96,100,3.99,RU,1710270522
431,gilgit,35.9221,74.3087,3.95,73,100,1.12,PK,1710270522
432,box elder,41.5005,-112.8764,6.64,71,100,4.73,US,1710270522
433,whangarei,-35.7317,174.3239,18.71,94,100,2.01,NZ,1710270522
434,ramadi,33.4226,43.3058,17.05,30,0,2.0,IQ,1710270522
435,novodvinsk,64.4165,40.8122,-0.12,93,100,3.84,RU,1710270294
436,collie,-33.3667,116.15,14.86,94,6,2.78,AU,1710270522
437,rongelap,11.1635,166.8941,26.76,75,100,10.85,MH,1710270276
438,esmeraldas,-19.7625,-44.3139,29.85,72,27,0.34,BR,1710270523
439,jalal-abad,40.9333,73.0,7.8,91,100,4.45,KG,1710270523
440,nungua,5.6011,-0.0771,29.04,78,95,6.32,GH,1710270523
441,sterling,39.0062,-77.4286,22.65,31,40,8.75,US,1710270523
442,yuzhno-kurilsk,44.0306,145.8556,-0.35,65,100,7.26,RU,1710270258
443,hammerfest,70.6634,23.6821,-5.75,73,75,3.09,NO,1710270299
444,wewak,-3.5534,143.6268,25.4,92,100,7.13,PG,1710270281
445,palmas,-10.2128,-48.3603,33.93,52,40,1.03,BR,1710270204
446,nouadhibou,20.931,-17.0347,20.99,73,0,7.72,MR,1710270524
447,pasuquin,18.3328,120.6177,22.88,81,37,6.91,PH,1710270524
448,rosetta,31.4044,30.4164,16.15,82,53,4.15,EG,1710270524
449,teguise,29.0605,-13.564,17.12,77,20,4.63,ES,1710270524
450,pirane,-25.7324,-59.1088,43.42,20,0,4.88,AR,1710270524
451,tommot,58.9564,126.2925,-12.81,98,100,1.66,RU,1710270524
452,severo-yeniseyskiy,60.3725,93.0408,-21.16,100,95,1.4,RU,1710270329
453,mount carmel,38.4109,-87.7614,21.01,46,13,6.84,US,1710270525
454,acapulco de juarez,16.8634,-99.8901,28.9,61,0,4.63,MX,1710270525
455,porbandar,21.6422,69.6093,22.64,72,68,5.39,IN,1710270525
456,mount vernon,40.9126,-73.8371,19.13,34,20,9.26,US,1710270525
457,mezhdurechensk,53.6942,88.0603,-2.41,98,100,0.98,RU,1710270525
458,boa vista,2.8197,-60.6733,33.99,43,75,6.17,BR,1710270525
459,lucea,18.451,-78.1736,29.92,70,0,9.18,JM,1710270354
460,qarazhal,48.0078,70.7903,-7.34,92,93,3.01,KZ,1710270315
461,xiaoweizhai,26.1903,107.5125,13.2,92,100,1.99,CN,1710270526
462,north bend,43.4065,-124.2243,12.36,76,100,5.66,US,1710270364
463,escanaba,45.7453,-87.0646,18.33,58,0,5.14,US,1710270526
464,karratha,-20.7377,116.8463,27.06,69,29,4.46,AU,1710269962
465,itoman,26.1247,127.6694,17.43,45,20,12.86,JP,1710270526
466,pemangkat,1.1667,108.9667,25.72,85,100,3.84,ID,1710270526
467,sona,45.4388,10.8255,12.4,69,0,1.03,IT,1710270526
468,ilebo,-4.3167,20.5833,24.62,71,3,0.91,CD,1710270527
469,greenville,35.6127,-77.3663,22.29,21,0,3.6,US,1710270338
470,agua dulce,18.1333,-94.1333,27.08,76,46,3.49,MX,1710270527
471,lambarene,-0.7001,10.2406,27.23,90,99,2.98,GA,1710270527
472,solleftea,63.1667,17.2667,-3.08,99,91,0.59,SE,1710270527
473,funtua,11.5233,7.3081,31.11,11,76,4.19,NG,1710270528
474,betare oya,5.6,14.0833,30.45,22,92,1.32,CM,1710270528
475,bridgetown,13.1,-59.6167,27.85,67,5,6.6,BB,1710270528
476,geraldton,-28.7667,114.6,21.23,88,0,2.57,AU,1710270157
477,gananoque,44.3334,-76.1661,13.54,56,72,3.0,CA,1710270328
478,maputo,-25.9653,32.5892,25.82,94,100,7.72,MZ,1710270378
479,yaren,-0.5472,166.916,28.24,81,100,5.65,NR,1710270528
480,kondoa,-4.9,35.7833,19.75,69,100,2.06,TZ,1710270528
481,san antonio de pale,-1.4014,5.6325,29.01,78,100,4.08,GQ,1710270528
482,portland,45.5234,-122.6762,9.96,84,46,2.24,US,1710269982
483,colchani,-20.3,-66.9333,19.85,35,99,2.99,BO,1710270529
484,tual,-5.6667,132.75,28.67,76,100,7.33,ID,1710270529
485,saint-pierre,-21.3393,55.4781,25.82,73,4,9.26,RE,1710270249
486,bokoro,12.3807,17.0568,33.72,10,60,5.16,TD,1710270529
487,hohoe,7.1518,0.4736,26.19,87,100,1.85,GH,1710270529
488,asipovichy,53.2933,28.6422,1.06,58,100,4.25,BY,1710270529
489,cascais,38.6979,-9.4215,18.64,71,0,3.13,PT,1710270472
490,usogorsk,63.4106,48.6872,-6.85,95,99,3.96,RU,1710270320
491,tolanaro,-25.0319,46.9987,27.04,89,40,7.2,MG,1710270291
492,nagqu,31.5,92.0,-6.08,32,0,1.12,CN,1710270530
493,gadzhiyevo,69.2551,33.3362,-7.0,91,99,5.46,RU,1710270350
494,praia da vitoria,38.7333,-27.0667,18.14,77,20,4.68,PT,1710270256
495,robore,-18.3333,-59.75,25.05,100,40,5.14,BO,1710270530
496,sandomierz,50.6827,21.749,7.29,94,100,2.38,PL,1710270530
497,labytnangi,66.6572,66.4183,-12.9,85,100,8.62,RU,1710270222
498,saint-philippe,-21.3585,55.7679,25.77,80,36,5.59,RE,1710270257
499,satka,55.0425,59.04,-13.26,97,93,1.0,RU,1710270531
500,hithadhoo,-0.6,73.0833,28.54,63,42,1.72,MV,1710270252
501,kargasok,59.0556,80.8572,-12.47,98,97,2.33,RU,1710270531
502,suntar,62.1444,117.6319,-25.21,100,100,0.94,RU,1710270270
503,nadym,65.5333,72.5167,-21.52,97,79,6.71,RU,1710270340
504,forster,-32.1667,152.5167,14.05,100,100,2.01,AU,1710270343
505,pulawy,51.4166,21.9694,6.23,85,100,3.29,PL,1710270531
506,sangkhla buri,15.1555,98.4536,21.39,72,3,0.37,TH,1710270531
507,gwalior,26.2236,78.1792,23.39,28,0,2.35,IN,1710270531
508,metlili chaamba,32.2667,3.6333,16.56,16,0,3.03,DZ,1710270532
509,saudarkrokur,65.7461,-19.6394,-0.81,87,100,1.26,IS,1710270340
510,namtsy,62.7161,129.6658,-15.13,96,100,2.99,RU,1710270532
511,metkovic,43.0542,17.6483,10.26,84,81,0.58,HR,1710270532
512,nadi,-17.8,177.4167,26.0,89,75,1.54,FJ,1710270532
513,spanish springs,39.6491,-119.7074,11.77,47,0,8.75,US,1710270532
514,howrah,22.5892,88.3103,27.0,89,40,2.06,IN,1710270532
515,kirakira,-10.4544,161.9205,26.91,89,100,3.77,SB,1710270295
516,prado,-17.3411,-39.2208,27.23,83,100,3.88,BR,1710270533
517,joshimath,30.5667,79.5667,5.88,52,0,3.8,IN,1710270533
518,port blair,11.6667,92.75,25.02,88,100,0.51,IN,1710270533
519,polyarnyy,69.1989,33.4478,-6.25,90,99,5.62,RU,1710270293
520,marquette,46.5333,-87.6335,16.81,42,97,3.58,US,1710270521
521,smolenskaya,44.7887,38.8018,6.46,66,98,2.85,RU,1710270533
522,guerrero negro,27.9769,-114.0611,18.23,63,5,8.75,MX,1710270533
523,abalak,58.1286,68.5944,-18.69,98,78,0.75,RU,1710270533
524,mount isa,-20.7333,139.5,22.87,60,0,3.09,AU,1710270296
525,den burg,53.0542,4.7972,8.98,85,40,4.12,NL,1710270534
526,ataq,14.5377,46.8319,23.65,51,13,4.17,YE,1710270534
527,konarka,19.9,86.1167,27.22,86,1,6.76,IN,1710270282
528,bull savanna,17.8868,-77.5902,29.14,59,2,5.61,JM,1710270534
529,kolonia,50.9333,6.95,9.42,83,75,2.57,DE,1710270337
530,touros,-5.1989,-35.4608,29.89,67,44,3.7,BR,1710270266
531,cedar city,37.6775,-113.0619,7.54,50,100,5.66,US,1710270263
532,ca mau,9.1769,105.15,26.52,76,100,2.97,VN,1710270534
533,kill devil hills,36.0307,-75.676,21.0,23,0,3.09,US,1710270535
534,pangai,-19.8,-174.35,26.67,85,100,3.55,TO,1710270535
535,horqueta,-23.3428,-57.0597,41.56,21,0,2.72,PY,1710270535
536,noshiro,40.2039,140.0242,2.56,62,90,9.16,JP,1710270535
537,al bahah,20.0129,41.4677,18.68,59,4,2.09,SA,1710270535
538,gaspe,48.8334,-64.4819,1.12,93,100,4.63,CA,1710270535
539,atar,20.5169,-13.0499,27.95,13,95,2.27,MR,1710270535
540,coquimbo,-29.9533,-71.3436,20.85,68,0,7.2,CL,1710270186
541,porto cristo,39.5395,3.333,12.4,78,1,3.6,ES,1710270536
542,robertsport,6.7533,-11.3686,27.06,85,97,4.29,LR,1710270536
543,ha giang,22.8333,104.9833,18.64,89,43,1.31,VN,1710270536
544,weno,7.4515,151.8468,27.64,74,100,6.93,FM,1710270536
545,champerico,14.3,-91.9167,37.3,59,0,6.06,GT,1710270536
546,paratinga,-12.6906,-43.1842,28.29,64,97,2.26,BR,1710270536
547,bonthe,7.5264,-12.505,27.28,75,100,4.49,SL,1710270329
548,dordrecht,51.81,4.6736,9.45,93,100,1.79,NL,1710270537
549,benguela,-12.5763,13.4055,28.13,83,82,1.63,AO,1710270537
550,vila velha,-20.3297,-40.2925,27.97,73,75,5.14,BR,1710270147
551,camana,-16.6228,-72.7111,23.72,79,95,3.67,PE,1710270537
552,ketchikan,55.3422,-131.6461,7.99,87,100,2.06,US,1710270537
553,bijie,27.3125,105.2942,9.14,91,100,2.92,CN,1710270537
554,melfort,52.8667,-104.6177,-1.15,89,100,4.41,CA,1710270537
555,bhawana,31.5692,72.649,17.79,38,84,4.02,PK,1710270538
556,tayshet,55.9342,98.0044,-11.0,97,100,1.16,RU,1710270538
557,pervomayskoye,43.919,46.7102,0.12,76,6,3.35,RU,1710270539
558,angaur state,6.906,134.13,27.45,80,82,7.2,PW,1710270539
559,emerald,-23.5333,148.1667,20.19,78,0,6.11,AU,1710270539
560,san francisco de la paz,14.9,-86.2,33.33,24,7,2.53,HN,1710270539
561,verkhniy ufaley,56.0567,60.2306,-16.81,99,97,1.1,RU,1710270539
562,az zulfi,26.2995,44.8154,17.75,19,93,4.46,SA,1710270539
563,papao,-17.75,-149.55,30.82,77,100,5.14,PF,1710270539
564,katsuren-haebaru,26.3369,127.8719,17.43,46,0,9.77,JP,1710270540
565,toliara,-23.35,43.6667,27.39,82,98,0.57,MG,1710270240
566,katabu,-4.9333,122.5167,24.89,93,99,0.46,ID,1710270340
567,aketi,2.7388,23.7833,28.39,54,100,0.66,CD,1710270540
568,sakiet sidi youssef,36.2229,8.3555,5.34,84,0,1.4,TN,1710270540
569,dryden,49.7833,-92.7503,1.63,87,100,4.09,CA,1710270541
570,mabaruma,8.2,-59.7833,30.91,58,96,3.9,GY,1710270541
571,nuku'alofa,-21.1333,-175.2,26.19,89,40,3.09,TO,1710270541
572,flying fish cove,-10.4217,105.6791,25.82,88,75,5.66,CX,1710270541
573,bandar lampung,-5.4254,105.258,23.63,95,100,2.84,ID,1710270542
574,ljusdal,61.8288,16.0913,-6.41,99,35,1.44,SE,1710270542
575,tagta,41.6504,59.9164,4.01,33,0,2.46,TM,1710270542
